League,Team,Player,MarketValueEUR
Serie A,Cagliari,Alen Sherri,1000000
Serie A,Cagliari,Velizar-Iliya Iliev,250000
Serie A,Cagliari,Yerry Mina,3000000
Serie A,Cagliari,Gabriele Zappa,4000000
Serie A,Cagliari,Adam Obert,4000000
Serie A,Cagliari,Zé Pedro,2500000
Serie A,Cagliari,Othniël Raterink,450000
Serie A,Cagliari,Alessandro Romano,500000
Serie A,Cagliari,Matteo Prati,6000000
Serie A,Cagliari,Alessandro Deiola,1600000
Serie A,Cagliari,Michel Adopo,6000000
Serie A,Cagliari,Nicolò Cavuoti,200000
Serie A,Cagliari,Jacopo Fazzini,6000000
Serie A,Cagliari,Alberto Dossena,5000000
Serie A,Cagliari,Marco Palestra,1000000
Serie A,Como,Mauro Vigorito,150000
Serie A,Como,Emil Audero,3200000
Serie A,Como,Jean Butez,4500000
Serie A,Como,Edoardo Goldaniga,1200000
Serie A,Como,Álex Valle,10000000
Serie A,Como,Stefan Posch,14000000
Serie A,Como,Alberto Dossena,5000000
Serie A,Como,Ignace van der Brempt,3500000
Serie A,Como,Ivan Smolcic,2500000
Serie A,Como,Jacobo Ramón,100000
Serie A,Como,Luca Mazzitelli,1400000
Serie A,Como,Maxence Caqueret,20000000
Serie A,Como,Lucas Da Cunha,15000000
Serie A,Como,Matthias Braunöder,1200000
Serie A,Como,Máximo Perrone,25000000
Serie A,Como,Alberto Moreno,1000000
Serie A,Como,Diego Carlos,8500000
Serie A,Como,Mërgim Vojvoda,3000000
Serie A,Cremonese,Marco Silvestri,500000
Serie A,Cremonese,Emil Audero,3200000
Serie A,Cremonese,Lapo Nava,150000
Serie A,Cremonese,Federico Ceccherini,400000
Serie A,Cremonese,Matteo Bianchetti,800000
Serie A,Cremonese,Sebastiano Luperto,4000000
Serie A,Cremonese,Giuseppe Pezzella,2200000
Serie A,Cremonese,Tommaso Barbieri,1200000
Serie A,Cremonese,Filippo Terracciano,4500000
Serie A,Cremonese,Federico Baschirotto,4000000
Serie A,Fiorentina,David de Gea,3500000
Serie A,Fiorentina,Luca Lezzerini,350000
Serie A,Fiorentina,Marin Pongracic,7500000
Serie A,Fiorentina,Luca Ranieri,7000000
Serie A,Fiorentina,Fabiano Parisi,9500000
Serie A,Fiorentina,Nicolás Valentini,5000000
Serie A,Fiorentina,Pietro Comuzzo,23000000
Serie A,Fiorentina,Álex Jiménez,4000000
Serie A,Fiorentina,Niccolò Fortini,10000000
Serie A,Fiorentina,Rolando Mandragora,8500000
Serie A,Fiorentina,Abdelhamid Sabiri,2200000
Serie A,Fiorentina,Simon Sohm,2500000
Serie A,Fiorentina,Marco Brescianini,7500000
Serie A,Fiorentina,Pietro Leonardelli,125000
Serie A,Fiorentina,Daniele Rugani,2000000
Serie A,Fiorentina,Robin Gosens,6000000
Serie A,Fiorentina,Tariq Lamptey,8000000
Serie A,Genoa,Daniele Sommariva,100000
Serie A,Genoa,Stefano Sabelli,1400000
Serie A,Genoa,Aarón Martín,5000000
Serie A,Genoa,Johan Vásquez,10000000
Serie A,Genoa,Leo Østigard,10000000
Serie A,Genoa,Sebastian Otoa,2500000
Serie A,Genoa,Alessandro Marcandalli,2500000
Serie A,Genoa,Morten Frendrup,15000000
Serie A,Genoa,Nicola Leali,1500000
Serie A,Genoa,Benjamin Siegrist,500000
Serie A,Hellas Verona,Lorenzo Montipò,2000000
Serie A,Hellas Verona,Simone Perilli,200000
Serie A,Hellas Verona,Giacomo Toniolo,100000
Serie A,Hellas Verona,Victor Nelsson,7500000
Serie A,Hellas Verona,Martin Frese,2000000
Serie A,Hellas Verona,Domagoj Bradaric,5000000
Serie A,Hellas Verona,Armel Bella-Kotchap,7500000
Serie A,Hellas Verona,Daniel Oyegoke,500000
Serie A,Hellas Verona,Nicolás Valentini,5000000
Serie A,Internazionale,Raffaele Di Gennaro,300000
Serie A,Internazionale,Ivan Provedel,3000000
Serie A,Internazionale,Josep Martínez,9000000
Serie A,Internazionale,Federico Dimarco,50000000
Serie A,Internazionale,Alessandro Bastoni,80000000
Serie A,Internazionale,Yann Bisseck,35000000
Serie A,Internazionale,Carlos Augusto,26000000
Serie A,Internazionale,Henrikh Mkhitaryan,3500000
Serie A,Internazionale,Hakan Çalhanoglu,22000000
Serie A,Internazionale,Piotr Zielinski,10000000
Serie A,Internazionale,Nicolò Barella,60000000
Serie A,Internazionale,Davide Frattesi,28000000
Serie A,Internazionale,Kristjan Asllani,13000000
Serie A,Internazionale,Petar Sucic,30000000
Serie A,Internazionale,Ebenezer Akinsanmiro,1800000
Serie A,Internazionale,Marcus Thuram,60000000
Serie A,Internazionale,Yann Sommer,2500000
Serie A,Internazionale,Alessandro Calligaris,400000
Serie A,Internazionale,Matteo Darmian,1500000
Serie A,Internazionale,Stefan de Vrij,3500000
Serie A,Internazionale,Francesco Acerbi,2500000
Serie A,Internazionale,Denzel Dumfries,25000000
Serie A,Juventus,Carlo Pinsoglio,200000
Serie A,Juventus,Mattia Perin,2000000
Serie A,Juventus,Michele Di Gregorio,18000000
Serie A,Juventus,Simone Scaglia,25000
Serie A,Juventus,Juan Cabal,9000000
Serie A,Juventus,Lloyd Kelly,20000000
Serie A,Juventus,Bremer,35000000
Serie A,Juventus,Emil Holm,13000000
Serie A,Juventus,Pierre Kalulu,28000000
Serie A,Juventus,Andrea Cambiaso,30000000
Serie A,Juventus,Federico Gatti,20000000
Serie A,Lazio,Christos Mandas,3000000
Serie A,Lazio,Alessio Furlanetto,50000
Serie A,Lazio,Davide Renzetti,100000
Serie A,Lazio,Patric,1500000
Serie A,Lazio,Alessio Romagnoli,7000000
Serie A,Lazio,Samuel Gigot,9000000
Serie A,Lazio,Adam Marusic,5000000
Serie A,Lazio,Luca Pellegrini,3500000
Serie A,Lazio,Nuno Tavares,15000000
Serie A,Lazio,Oliver Provstgaard,4500000
Serie A,Lazio,Filipe Bordon,800000
Serie A,Lazio,Danilo Cataldi,3500000
Serie A,Lazio,Mattia Zaccagni,15000000
Serie A,Lazio,Manuel Lazzari,2500000
Serie A,Lazio,Kenneth Taylor,23000000
Serie A,Lazio,Nicolò Rovella,28000000
Serie A,Lazio,Ivan Provedel,3000000
Serie A,Lazio,Elseid Hysaj,2500000
Serie A,Lazio,Mario Gila,30000000
Serie A,Lecce,Wladimiro Falcone,3500000
Serie A,Lecce,Christian Früchtl,1200000
Serie A,Lecce,Alexandru Borbei,150000
Serie A,Lecce,Jasper Samooja,75000
Serie A,Lecce,Antonino Gallo,4000000
Serie A,Lecce,Corrie Ndaba,350000
Serie A,Lecce,Danilo Veiga,2000000
Serie A,Lecce,Gaby Jean,2000000
Serie A,Lecce,Tiago Gabriel,15000000
Serie A,Lecce,Mohamed Kaba,3500000
Serie A,Lecce,Lassana Coulibaly,3500000
Serie A,Lecce,Youssef Maleh,4500000
Serie A,Lecce,Lameck Banda,3000000
Serie A,Lecce,Sadik Fofana,500000
Serie A,Napoli,Nikita Contini,400000
Serie A,Napoli,Alex Meret,14000000
Serie A,Napoli,Vanja Milinkovic-Savic,5000000
Serie A,Napoli,Leonardo Spinazzola,3500000
Serie A,Napoli,Giovanni Di Lorenzo,10000000
Serie A,Napoli,Amir Rrahmani,12000000
Serie A,Napoli,Mathías Olivera,18000000
Serie A,Napoli,Alessandro Buongiorno,45000000
Serie A,Napoli,Pasquale Mazzocchi,1700000
Serie A,Napoli,Sam Beukema,28000000
Serie A,Napoli,Miguel Gutiérrez,17000000
Serie A,Napoli,Luca Marianucci,175000
Serie A,Napoli,Kevin De Bruyne,15000000
Serie A,Napoli,Stanislav Lobotka,18000000
Serie A,Napoli,Frank Anguissa,25000000
Serie A,Napoli,Michael Folorunsho,6000000
Serie A,Napoli,Juan Jesus,1500000
Serie A,Parma,Zion Suzuki,20000000
Serie A,Parma,Edoardo Corvi,700000
Serie A,Parma,Giovanni Daffara,600000
Serie A,Parma,Emanuele Valeri,2300000
Serie A,Parma,Lautaro Valenti,1500000
Serie A,Parma,Abdoulaye Ndiaye,3000000
Serie A,Parma,Franco Carboni,900000
Serie A,Parma,Adrián Bernabé,15000000
Serie A,Parma,Hans Nicolussi Caviglia,3000000
Serie A,Parma,Filippo Rinaldi,150000
Serie A,Pisa,Simone Scuffet,1000000
Serie A,Pisa,Adrian Semper,1200000
Serie A,Pisa,Raúl Albiol,800000
Serie A,Pisa,Antonio Caracciolo,250000
Serie A,Pisa,Arturo Calabresi,1100000
Serie A,Pisa,Simone Canestrelli,900000
Serie A,Pisa,Samuele Angori,200000
Serie A,Sassuolo,Arijanet Muric,7500000
Serie A,Sassuolo,Stefano Turati,7000000
Serie A,Sassuolo,Alessandro Russo,350000
Serie A,Sassuolo,Gioele Zacchi,150000
Serie A,Sassuolo,Jay Idzes,750000
Serie A,Sassuolo,Fali Candé,3000000
Serie A,Sassuolo,Sebastian Walukiewicz,4500000
Serie A,Sassuolo,Josh Doig,6000000
Serie A,Sassuolo,Cas Odenthal,1500000
Serie A,Sassuolo,Filippo Missori,1500000
Serie A,Sassuolo,Yeferson Paz,500000
Serie A,Sassuolo,Edoardo Pieragnolo,300000
Serie A,Sassuolo,Kevin Miranda,350000
Serie A,Sassuolo,Nemanja Matic,3000000
Serie A,Sassuolo,Fabrizio Caligara,1800000
Serie A,Sassuolo,Kristian Thorstvedt,8000000
Serie A,Sassuolo,Andrea Ghion,550000
Serie A,Sassuolo,Daniel Boloca,7000000
Serie A,Sassuolo,Giacomo Satalino,150000
Serie A,Sassuolo,Filippo Romagna,400000
Serie A,Sassuolo,Woyo Coulibaly,2000000
Serie A,Sassuolo,Tarik Muharemovic,1200000
Serie A,Torino,Pietro Pellegri,3000000
Serie A,Torino,Nicola Rauti,200000
Serie A,Torino,Alberto Paleari,1000000
Serie A,Torino,Franco Israel,3800000
Serie A,Torino,Cristiano Biraghi,1400000
Serie A,Torino,Saúl Coco,8000000
Serie A,Torino,Saba Sazonov,1300000
Serie A,Torino,Alessandro Dellavalle,800000
Serie A,Torino,Ali Dembélé,300000
Serie A,Torino,Adrien Tamèze,2000000
Serie A,Torino,Nikola Vlasic,10000000
Serie A,Torino,Ivan Ilic,18000000
Serie A,Torino,Guillermo Maripán,4000000
Serie A,Torino,Enzo Ebosse,2500000
Serie A,Torino,Niels Nkounkou,3500000
Serie A,Torino,Valentino Lazaro,3500000
Serie A,Udinese,Daniele Padelli,150000
Serie A,Udinese,Maduka Okoye,8000000
Serie A,Udinese,Edoardo Piana,25000
Serie A,Udinese,Thomas Kristensen,4500000
Serie A,Udinese,Christian Kabasele,800000
Serie A,Udinese,Hassane Kamara,3000000
Serie A,Udinese,Kingsley Ehizibue,2000000
Serie A,Udinese,Mërgim Vojvoda,3000000
Serie A,Udinese,Enzo Ebosse,2500000
Serie A,Udinese,Oumar Solet,17000000
Serie A,Udinese,Alessandro Zanoli,5000000
Serie A,Udinese,Jordan Zemura,4000000
Serie A,Udinese,Nicolò Bertola,150000
Serie A,Udinese,Saba Goglichidze,4500000
Serie A,Udinese,Matteo Palma,5000000
Serie A,Udinese,Sandi Lovric,6000000
Serie A,Udinese,Jesper Karlström,4000000
Serie A,Udinese,Razvan Sava,2500000
Ligue 1,AJ Auxerre,Marvin Senaya,3000000
Ligue 1,AJ Auxerre,Elisha Owusu,2500000
Ligue 1,AJ Auxerre,Sinaly Diomande,4000000
Ligue 1,AJ Auxerre,Théo De Percin,150000
Ligue 1,AJ Auxerre,Francisco Sierralta,1200000
Ligue 1,AJ Auxerre,Donovan Léon,900000
Ligue 1,AJ Auxerre,Tom Negrel,50000
Ligue 1,AJ Auxerre,Naouirou Ahamada,3500000
Ligue 1,AJ Auxerre,Telli Siwe,1000000
Ligue 1,AJ Auxerre,Fredrik Oppegard,600000
Ligue 1,AJ Auxerre,Clément Akpa,8000000
Ligue 1,AJ Auxerre,Assane Dioussé,900000
Ligue 1,AJ Auxerre,Gideon Mensah,3500000
Ligue 1,AS Monaco,Mohammed Salisu,10000000
Ligue 1,AS Monaco,Wout Faes,12000000
Ligue 1,AS Monaco,Philipp Köhn,4000000
Ligue 1,AS Monaco,Caio Henrique,15000000
Ligue 1,AS Monaco,Lukas Hradecky,1800000
Ligue 1,AS Monaco,Radoslaw Majecki,4000000
Ligue 1,AS Monaco,Jordan Teze,12000000
Ligue 1,AS Monaco,Vanderson,20000000
Ligue 1,AS Monaco,Eric Dier,7000000
Ligue 1,AS Monaco,Thilo Kehrer,18000000
Ligue 1,AS Monaco,Kassoum Ouattara,9000000
Ligue 1,AS Monaco,Yann Lienard,100000
Ligue 1,AS Monaco,Jules Stawiecki,150000
Ligue 1,Angers,Lilian Raolisoa,600000
Ligue 1,Angers,Florent Hanin,500000
Ligue 1,Angers,Abdoulaye Bamba,400000
Ligue 1,Angers,Haris Belkebla,2500000
Ligue 1,Angers,Hervé Koffi,3000000
Ligue 1,Angers,Anthony Lopes,4000000
Ligue 1,Angers,Jacques Ekomie,600000
Ligue 1,Angers,Carlens Arcus,700000
Ligue 1,Angers,Yassin Belkhdim,100000
Ligue 1,Angers,Melvin Zinga,300000
Ligue 1,Angers,Louis Mouton,500000
Ligue 1,Angers,Yacine Gaya,50000
Ligue 1,Angers,Jordan Lefort,900000
Ligue 1,Angers,Jim Allevinah,2000000
Ligue 1,Brest,Ludovic Ajorque,3000000
Ligue 1,Brest,Axel Camblan,500000
Ligue 1,Brest,Joris Chotard,10000000
Ligue 1,Brest,Romain Del Castillo,10000000
Ligue 1,Brest,Soumaila Coulibaly,7000000
Ligue 1,Brest,Grégoire Coudert,400000
Ligue 1,Brest,Radoslaw Majecki,4000000
Ligue 1,Brest,Mama Baldé,3500000
Ligue 1,Brest,Hugo Magnetti,7000000
Ligue 1,Brest,Bradley Locko,12000000
Ligue 1,Brest,Justin Bourgault,600000
Ligue 1,Brest,Kenny Lala,1800000
Ligue 1,Brest,Kamory Doumbia,5000000
Ligue 1,Brest,Brendan Chardonnet,8000000
Ligue 1,Brest,Lucas Tousart,2000000
Ligue 1,Brest,Pathé Mboup,400000
Ligue 1,Le Havre AC,Timothee Pembélé,5000000
Ligue 1,Le Havre AC,Gautier Lloris,3000000
Ligue 1,Le Havre AC,Etienne Youte Kinkoue,7000000
Ligue 1,Le Havre AC,Yanis Zouaoui,1800000
Ligue 1,Le Havre AC,Fodé Doucouré,500000
Ligue 1,Le Havre AC,Mory Diaw,1800000
Ligue 1,Le Havre AC,Arouna Sangante,10000000
Ligue 1,Le Havre AC,Loïc Négo,600000
Ligue 1,Le Havre AC,Paul Argney,150000
Ligue 1,Lens,Souleymane Sagnan,400000
Ligue 1,Lens,Malang Sarr,10000000
Ligue 1,Lens,Jonathan Gradit,4500000
Ligue 1,Lens,Ruben Aguilar,3000000
Ligue 1,Lens,Mathieu Gorgelin,200000
Ligue 1,Lens,Nidal Celik,1000000
Ligue 1,Lens,Robin Risser,10000000
Ligue 1,Lens,Kyllian Antonio,250000
Ligue 1,Lens,Hervé Koffi,3000000
Ligue 1,Lens,Saud Abdulhamid,3000000
Ligue 1,Lens,Matthieu Udol,2500000
Ligue 1,Lens,Mamadou Sangare,600000
Ligue 1,Lens,Régis Gurtner,250000
Ligue 1,Lille,Younes Lachaab,50000
Ligue 1,Lille,Romain Perraud,5000000
Ligue 1,Lille,Chancel Mbemba,2500000
Ligue 1,Lille,Marc-Aurele Caillard,100000
Ligue 1,Lille,Berke Özer,10000000
Ligue 1,Lille,Alexsandro,8000000
Ligue 1,Lille,Nathan Ngoy,3500000
Ligue 1,Lille,Thomas Meunier,1800000
Ligue 1,Lille,Arnaud Bodart,6000000
Ligue 1,Lille,Aïssa Mandi,1800000
Ligue 1,Lille,Tiago Santos,12000000
Ligue 1,Lille,Calvin Verdonk,3000000
Ligue 1,Lorient,Benjamin Leroy,500000
Ligue 1,Lorient,Isaak Touré,2500000
Ligue 1,Lorient,Igor Silva,1000000
Ligue 1,Lorient,Montassar Talbi,7000000
Ligue 1,Lorient,Bamo Meïté,4000000
Ligue 1,Lorient,Bingourou Kamara,800000
Ligue 1,Lorient,Darlin Yongwa,1500000
Ligue 1,Lorient,Nathaniel Adjei,2500000
Ligue 1,Lorient,Panos Katseris,2500000
Ligue 1,Lorient,Yvon Mvogo,3000000
Ligue 1,Lyon,Rémy Descamps,2000000
Ligue 1,Lyon,Nicolás Tagliafico,8000000
Ligue 1,Lyon,Noham Kamara,1000000
Ligue 1,Lyon,Hans Hateboer,2000000
Ligue 1,Lyon,Dominik Greif,8000000
Ligue 1,Lyon,Orel Mangala,20000000
Ligue 1,Lyon,Moussa Niakhaté,16000000
Ligue 1,Lyon,Enzo Molébé,200000
Ligue 1,Lyon,Ruben Kluivert,500000
Ligue 1,Lyon,Abner,7000000
Ligue 1,Lyon,Corentin Tolisso,5000000
Ligue 1,Lyon,Clinton Mata,4000000
Ligue 1,Lyon,Ainsley Maitland-Niles,9000000
Ligue 1,Marseille,Jelle Van Neck,50000
Ligue 1,Marseille,Gerónimo Rulli,9000000
Ligue 1,Marseille,Jeffrey de Lange,2000000
Ligue 1,Marseille,Nayef Aguerd,22000000
Ligue 1,Marseille,Leonardo Balerdi,20000000
Ligue 1,Marseille,Benjamin Pavard,20000000
Ligue 1,Marseille,Facundo Medina,20000000
Ligue 1,Marseille,Théo Vermot,100000
Ligue 1,Marseille,CJ Egan-Riley,1500000
Ligue 1,Metz,Ousmane Ba,400000
Ligue 1,Metz,Bouna Sarr,1500000
Ligue 1,Metz,Maxime Colin,900000
Ligue 1,Metz,Koffi Kouao,1500000
Ligue 1,Metz,Sadibou Sané,800000
Ligue 1,Metz,Fodé Ballo-Touré,1000000
Ligue 1,Nantes,Kelvin Amian,2500000
Ligue 1,Nantes,Fabien Centonze,1200000
Ligue 1,Nantes,Chidozie Awaziem,3000000
Ligue 1,Nantes,Nicolas Cozza,3000000
Ligue 1,Nantes,Deiver Machado,4000000
Ligue 1,Nantes,Frédéric Guilbert,800000
Ligue 1,Nantes,Uros Radakovic,800000
Ligue 1,Nantes,Anthony Lopes,4000000
Ligue 1,Nice,Ali Abdi,2500000
Ligue 1,Nice,Sofiane Diop,10000000
Ligue 1,Nice,Melvin Bard,10000000
Ligue 1,Nice,Antoine Mendy,4000000
Ligue 1,Nice,Laurent Abergel,3000000
Ligue 1,Nice,Youssouf Ndayishimiye,8000000
Ligue 1,Nice,Maxime Dupé,800000
Ligue 1,Nice,Morgan Sanson,4000000
Ligue 1,Nice,Dante,500000
Ligue 1,Nice,Moïse Bombito,8000000
Ligue 1,Nice,Yehvann Diouf,8000000
Ligue 1,Nice,Hicham Boudaoui,12000000
Ligue 1,Nice,Jonathan Clauss,4500000
Ligue 1,Nice,Tanguy Ndombele,3000000
Ligue 1,Nice,Terem Moffi,25000000
Ligue 1,Paris FC,Maxime López,7500000
Ligue 1,Paris FC,Thibault De Smet,4000000
Ligue 1,Paris FC,Kevin Trapp,2000000
Ligue 1,Paris FC,Sofiane Alakouch,500000
Ligue 1,Paris FC,Pierre Lees-Melou,10000000
Ligue 1,Paris FC,Timothée Kolodziejczak,400000
Ligue 1,Paris FC,Hamari Traoré,6000000
Ligue 1,Paris FC,Ilan Kebbal,2000000
Ligue 1,Paris FC,Otavio,10000000
Ligue 1,Paris FC,Rémy Riou,250000
Ligue 1,Paris FC,Moustapha Mbow,600000
Ligue 1,Paris FC,Vincent Marchetti,2000000
Ligue 1,Paris FC,Diego Coppola,10000000
Ligue 1,Paris FC,Nhoa Sangui,5000000
Ligue 1,Paris Saint-Germain,Vitinha ,110000000
Ligue 1,Paris Saint-Germain,Marquinhos ,30000000
Ligue 1,Paris Saint-Germain,Fabián Ruiz,40000000
Ligue 1,Paris Saint-Germain,Achraf Hakimi,80000000
Ligue 1,Paris Saint-Germain,Nuno Mendes,75000000
Ligue 1,Paris Saint-Germain,Willian Pacho,70000000
Ligue 1,Paris Saint-Germain,Lucas Chevalier,25000000
Ligue 1,Paris Saint-Germain,Lucas Beraldo,20000000
Ligue 1,Paris Saint-Germain,Renato Marin,500000
Ligue 1,Paris Saint-Germain,Lucas Hernández,20000000
Ligue 1,Stade Rennais,Sebastian Szymanski,19000000
Ligue 1,Stade Rennais,Alidu Seidu,6000000
Ligue 1,Stade Rennais,Nicolas Lemaitre,700000
Ligue 1,Stade Rennais,Jordan James,8000000
Ligue 1,Stade Rennais,Mahdi Camara,10000000
Ligue 1,Stade Rennais,Hans Hateboer,2000000
Ligue 1,Stade Rennais,Anthony Rouault,9000000
Ligue 1,Stade Rennais,Lilian Brassier,10000000
Ligue 1,Stade Rennais,Jérémy Jacquet,20000000
Ligue 1,Stade Rennais,Mahamadou Nagida,1500000
Ligue 1,Stade Rennais,Quentin Merlin,12000000
Ligue 1,Stade Rennais,Seko Fofana,8000000
Ligue 1,Stade Rennais,Adrien Thomasson,4500000
Ligue 1,Stade Rennais,Abdelhamid Aït Boudlal,10000000
Ligue 1,Stade Rennais,Glen Kamara,2500000
Ligue 1,Stade Rennais,Valentin Rongier,9000000
Ligue 1,Stade Rennais,Przemyslaw Frankowski,7000000
Ligue 1,Stade Rennais,Brice Samba,10000000
Ligue 1,Strasbourg,Emmanuel Emegha,28000000
Ligue 1,Strasbourg,Diego Moreira,18000000
Ligue 1,Strasbourg,Stefan Bajic,1200000
Ligue 1,Strasbourg,Mike Penders,1000000
Ligue 1,Strasbourg,Samir El Mourabet,8000000
Ligue 1,Strasbourg,Karl-Johan Johnsson,250000
Ligue 1,Strasbourg,Valentín Barco,13000000
Ligue 1,Strasbourg,Guela Doué,18000000
Ligue 1,Strasbourg,Ben Chilwell,12000000
Ligue 1,Strasbourg,Julio Enciso,20000000
Ligue 1,Strasbourg,Ismael Doukoure,18000000
Ligue 1,Strasbourg,Martial Godo,7000000
Ligue 1,Strasbourg,Sebastian Nanasi,15000000
Ligue 1,Strasbourg,Samuel Amo-Ameyaw,8000000
Ligue 1,Strasbourg,Abdoul Ouattara,9000000
Ligue 1,Strasbourg,Junior Mwanga,7000000
Ligue 1,Strasbourg,Andrew Omobamidele,7000000
Ligue 1,Toulouse,Djibril Sidibé,1500000
Ligue 1,Toulouse,Cristian Cásseres Jr.,7000000
Ligue 1,Toulouse,Mathys Niflore,1000000
Ligue 1,Toulouse,Niklas Schmidt,1500000
Ligue 1,Toulouse,Mark McKenzie,6000000
Ligue 1,Toulouse,Rasmus Nicolaisen,5000000
Ligue 1,Toulouse,Dayann Methalie,8000000
Ligue 1,Toulouse,Ylies Aradj,300000
Ligue 1,Toulouse,Noah Lahmadi,50000
Ligue 1,Toulouse,Guillaume Restes,20000000
Ligue 1,Toulouse,Kjetil Haug,500000
Ligue 1,Toulouse,Charlie Cresswell,15000000
Eredivisie,AZ Alkmaar,Jeroen Zoet,400000
Eredivisie,AZ Alkmaar,Hobie Verhulst,400000
Eredivisie,AZ Alkmaar,Daniel Deen,150000
Eredivisie,AZ Alkmaar,Rome-Jayden Owusu-Oduro,900000
Eredivisie,AZ Alkmaar,Mees De Wit,2500000
Eredivisie,AZ Alkmaar,Denso Kasius,6000000
Eredivisie,AZ Alkmaar,Alexandre Penetra,9000000
Eredivisie,AZ Alkmaar,Maxim Dekker,800000
Eredivisie,AZ Alkmaar,Wouter Goes,5000000
Eredivisie,AZ Alkmaar,Seiya Maikuma,3000000
Eredivisie,AZ Alkmaar,Billy Van Duijl,100000
Eredivisie,AZ Alkmaar,Jari De Busser,3000000
Eredivisie,AZ Alkmaar,Lewis Schouten,600000
Eredivisie,AZ Alkmaar,Elijah Dijkstra,1200000
Eredivisie,AZ Alkmaar,Jordy Clasie,2500000
Eredivisie,Ajax Amsterdam,Maarten Paes,1200000
Eredivisie,Ajax Amsterdam,Vitezslav Jaros,5000000
Eredivisie,Ajax Amsterdam,Paul Reverson,350000
Eredivisie,Ajax Amsterdam,Oleksandr Zinchenko,15000000
Eredivisie,Ajax Amsterdam,Takehiro Tomiyasu,12000000
Eredivisie,Ajax Amsterdam,Owen Wijndal,4000000
Eredivisie,Ajax Amsterdam,Josip Sutalo,17000000
Eredivisie,Ajax Amsterdam,Youri Baas,16000000
Eredivisie,Ajax Amsterdam,Anton Gaaei,5000000
Eredivisie,Ajax Amsterdam,Lucas Rosa,4000000
Eredivisie,Excelsior,Stijn van Gassel,800000
Eredivisie,Excelsior,Calvin Raatsie,400000
Eredivisie,Excelsior,Ilias Bronkhorst,225000
Eredivisie,Excelsior,Arthur Zagre,1300000
Eredivisie,Excelsior,Simon Janssen,450000
Eredivisie,Excelsior,Hamdi Akujobi,500000
Eredivisie,Excelsior,Casper Widell,700000
Eredivisie,Excelsior,Rick Meissen,700000
Eredivisie,Excelsior,Lewis Schouten,600000
Eredivisie,Excelsior,Mathijs Tielemans,800000
Eredivisie,Excelsior,Lennard Hartjes,500000
Eredivisie,Excelsior,Noah Naujoks,450000
Eredivisie,FC Groningen,Hidde Jurjus,250000
Eredivisie,FC Groningen,Etienne Vaessen,2500000
Eredivisie,FC Groningen,Dirk Baron,25000
Eredivisie,FC Groningen,Lovro Štubljar,300000
Eredivisie,FC Groningen,Marvin Peersman,500000
Eredivisie,FC Groningen,Marco Rente,1000000
Eredivisie,FC Groningen,Thijmen Blokzijl,3500000
Eredivisie,FC Groningen,Dies Janse,3500000
Eredivisie,FC Groningen,Wouter Prins,600000
Eredivisie,FC Groningen,Sven Bouland,150000
Eredivisie,FC Groningen,Rijk Janse,25000
Eredivisie,FC Groningen,Pelle Clement,650000
Eredivisie,FC Groningen,Stije Resink,7000000
Eredivisie,FC Groningen,Tika De Jonge,1300000
Eredivisie,FC Groningen,Jorg Schreuders,1500000
Eredivisie,FC Groningen,Tygo Land,1500000
Eredivisie,FC Groningen,David Van Der Werff,900000
Eredivisie,FC Twente,Przemyslaw Tyton,75000
Eredivisie,FC Twente,Lars Unnerstall,1500000
Eredivisie,FC Twente,Issam El Maach,150000
Eredivisie,FC Twente,Sam Karssies,75000
Eredivisie,FC Twente,Yannick Gerritsen,50000
Eredivisie,FC Twente,Robin Pröpper,3000000
Eredivisie,FC Twente,Bart van Rooij,7000000
Eredivisie,FC Twente,Mees Hilgers,4000000
Eredivisie,FC Twente,Max Bruns,2500000
Eredivisie,FC Twente,Stav Lemkin,1000000
Eredivisie,FC Twente,Mats Rots,5000000
Eredivisie,FC Twente,Remko Pasveer,150000
Eredivisie,FC Twente,Aske Adelgaard,700000
Eredivisie,FC Twente,Arno Verschueren,1000000
Eredivisie,FC Twente,Thomas van den Belt,1800000
Eredivisie,FC Twente,Ramiz Zerrouki,9000000
Eredivisie,FC Twente,Mathias Kjølø,5000000
Eredivisie,FC Twente,Kristian Hlynsson,7000000
Eredivisie,FC Twente,Daouda Weidmann,1000000
Eredivisie,FC Utrecht,Michael Brouwer,300000
Eredivisie,FC Utrecht,Vasilios Barkas,3500000
Eredivisie,FC Utrecht,Kevin Gadellaa,250000
Eredivisie,FC Utrecht,Nick Viergever,350000
Eredivisie,FC Utrecht,Mike van der Hoorn,800000
Eredivisie,FC Utrecht,Siebe Horemans,4500000
Eredivisie,FC Utrecht,Mike Eerdhuijzen,1700000
Eredivisie,FC Utrecht,Souffian El Karouani,15000000
Eredivisie,FC Utrecht,Matisse Didden,2000000
Eredivisie,FC Utrecht,Niklas Vesterlund,800000
Eredivisie,FC Utrecht,Noah Ohio,1000000
Eredivisie,FC Utrecht,Miliano Jonathans,900000
Eredivisie,FC Volendam,Kayne Van Oevelen,50000
Eredivisie,FC Volendam,Aaron Meijers,75000
Eredivisie,FC Volendam,Mawouna Amevor,350000
Eredivisie,FC Volendam,Yannick Leliendal,500000
Eredivisie,FC Volendam,Deron Payne,275000
Eredivisie,FC Volendam,Silvinho Esajas,150000
Eredivisie,FC Volendam,Nick Verschuren,700000
Eredivisie,FC Volendam,Precious Ugwu,400000
